news_id,Title,Date,Tags,URL,Classification,Justification,Cable Name,Countries Involved
282,Basslink Interconnector Fault Pinpointed,2016-03-29T12:45:54-04:00,No tags,https://subtelforum.com/57basslink-interconnector-fault-pinpointed/,Environmental,"The fault in the cable was caused by water ingress, which is a natural event leading to damage. The article mentions that water got into the cable and damaged it, requiring replacement. This aligns with the Environmental category as it involves natural degradation due to environmental factors.",Unknown,Unknown
283,"Basslink Still Unsure Where Cable Fault is, Facing ‘Phenomenal’ Repair Costs",2016-03-16T12:06:07-04:00,No tags,https://subtelforum.com/47basslink-still-unsure-where-cable-fault-is-facing-phenomenal-repair-costs/,Aging,"The article discusses a fault in the Basslink cable, which has been out of action since December, and highlights the expensive and complex repair process. The focus is on the cable's degradation and the need for repairs, rather than external causes like human activity, environmental events, or geopolitical issues.",Unknown,Unknown
284,Repair Work Underway on TPGâs PPC-1 Cable,2016-03-09T14:34:55-05:00,No tags,https://subtelforum.com/42repair-work-underway-on-tpg-s-ppc-1-cable/,Human Activity,"The incident involves repair work on the PPC-1 cable due to a major fault, with delays caused by the need to source an alternative cable ship and ongoing work on another cable (Basslink). This indicates human-related logistical and operational challenges rather than natural or geopolitical causes.",Unknown,Unknown
285,Basslink Tasmanian Subsea Cable to be Repaired by May,2016-03-09T14:20:47-05:00,No tags,https://subtelforum.com/19basslink-tasmanian-subsea-cable-to-be-repaired-by-may/,Aging,"The article describes a fault in the Basslink Interconnector that required extensive investigation and repair efforts, with no visible damage mentioned, suggesting long-term wear or degradation as the likely cause.",Unknown,Unknown
286,Update From Telekom Malaysia on Restoration Works to Repair Submarine Cable Fault,2016-03-04T14:11:23-05:00,No tags,https://subtelforum.com/34update-from-telekom-malaysia-on-restoration-works-to-repair-submarine-cable-fault/,Human Activity,"The article mentions faults on multiple submarine cables, including the Asia Submarine Cable Express (ASE) and others like APCN 2, SJC, and SEA-ME-WE 4, with references to planned maintenance and minor faults, which are indicative of human-related activities such as maintenance or accidental damage.",Unknown,Unknown
287,Linode: Major Cuts to Several Submarine Cables to Singapore,2016-03-03T17:34:20-05:00,No tags,https://subtelforum.com/32linode-major-cuts-to-several-submarine-cables-to-singapore/,Environmental,"The article mentions seismic activity and offshore quakes in the region as a potential cause for the cable damage, which aligns with the Environmental category.",Unknown,Unknown
288,"Slow Internet Connection Will Be Fixed by March 31, Says TM",2016-03-03T17:31:34-05:00,No tags,https://subtelforum.com/31slow-internet-connection-will-be-fixed-by-march-31-says-tm/,Aging,"The fault in the Asia Submarine Cable Express (ASE) system is described as affecting the Cahaya Malaysia submarine cable, indicating a technical issue likely due to wear or degradation over time rather than external causes like human activity or environmental events.",Unknown,Unknown
289,Lightning Knocks Out Maya Submarine,2016-02-19T11:01:30-05:00,No tags,https://subtelforum.com/14lightning-knocks-out-maya-submarine/,Environmental,"The cause of the incident was a lightning strike, which is a natural event, affecting the Maya-1 submarine cable system and causing hardware failure.",Unknown,Unknown
290,Submarine Cable Cut Lops Terabits Off Australia’s Data Bridge,2016-02-08T13:29:17-05:00,No tags,https://subtelforum.com/4submarine-cable-cut-lops-terabits-off-australia-s-data-bridge/,Human Activity,"The article mentions a fault in the PPC-1 submarine cable, with alarms indicating a lost payload, and references past outages of another cable (SeaMeWe-3) without attributing the cause to natural events, geopolitical conflict, or aging. The focus on repair efforts and lack of details suggesting environmental or intentional disruption implies accidental technical failure or damage from human-related activities like ship operations or equipment issues.",Unknown,Unknown
291,Du Says May Take Longer to Repair Damaged Submarine Cable,2016-01-27T08:48:49-05:00,No tags,https://subtelforum.com/98du-says-may-take-longer-to-repair-damaged-submarine-cable/,Human Activity,"The article mentions repair work on damaged submarine cables and rerouting traffic, implying accidental damage or disruption typically caused by human activities like construction, fishing, or ship operations rather than geopolitical, environmental, or aging factors.",Unknown,Unknown
292,Du Broadband Speed Slowed by Underwater Cable Damage,2016-01-25T14:20:34-05:00,No tags,https://subtelforum.com/95du-broadband-speed-slowed-by-underwater-cable-damage/,Human Activity,"The article mentions ""multiple submarine cable cuts"" near Egypt, which are likely caused by human activities such as shipping, fishing, or construction, as these are common causes of underwater cable damage. There is no indication of natural events, geopolitical conflict, or aging as the cause.",Unknown,Unknown
293,SeaMeWe-3 Submarine Cable Spur Fault Until November 10th,2015-11-02T11:04:10-05:00,No tags,https://subtelforum.com/42seamewe-3-submarine-cable-spur-fault-until-november-10th/,Aging,"The article discusses repeated faults and difficulties in repairing the SeaMeWe-3 submarine cable, with mentions of past outages and ongoing issues, suggesting degradation or maintenance challenges due to the cable's age and condition.",Unknown,Unknown
294,Algerie Telecom Restores Submarine Cable,2015-10-28T11:19:09-04:00,No tags,https://subtelforum.com/92algerie-telecom-restores-submarine-cable/,Human Activity,"The article mentions the Sea-Me-We-4 submarine cable was cut, which likely resulted from human activities such as ship anchors or fishing trawlers, as no natural disaster or geopolitical conflict is indicated.",Unknown,Unknown
295,Algeria Internet Traffic Hit By Submarine Cable Cut,2015-10-27T14:14:02-04:00,No tags,https://subtelforum.com/42algeria-internet-traffic-hit-by-submarine-cable-cut/,Human Activity,"The article mentions that the submarine cable was cut, which implies human involvement, such as accidental damage from ships or fishing activities, rather than natural events or aging.",Unknown,Unknown
296,Internet Services Up as Fault Rectified on I-ME-WE,2015-10-15T12:06:09-04:00,No tags,https://subtelforum.com/14internet-services-up-as-fault-rectified-on-i-me-we/,Human Activity,"The fault in the IMEWE submarine cable near Marseilles, France, is described as a ""suspected fault,"" with no mention of natural causes, geopolitical actions, or aging. Human activity, such as accidental damage during maintenance or shipping, is the most likely cause.",Unknown,Unknown
297,Cut Submarine Cable Cripples Apple Services for Telstra Customers,2015-10-02T10:41:22-04:00,No tags,https://subtelforum.com/79cut-submarine-cable-cripples-apple-services-for-telstra-customers/,Human Activity,"The article mentions a break in the SEA-ME-WE submarine cable, which is attributed to a ""cut cable,"" suggesting human-related activity such as accidental damage or construction work, rather than natural causes, geopolitical actions, or aging.",Unknown,Unknown
298,TelBruâs Submarine Cable System Undergoes Repair,2015-09-24T09:13:32-04:00,No tags,https://subtelforum.com/68telbru-s-submarine-cable-system-undergoes-repair/,Aging,"The article mentions restoration works being carried out on the SEA-ME-WE3 cable system due to a fault, suggesting degradation or maintenance issues typical of aging infrastructure.",Unknown,Unknown
299,Libya’s Land Phone Line System Breaks Down After Cables Were Damaged,2015-08-26T07:42:42-04:00,No tags,https://subtelforum.com/16libya-s-land-phone-line-system-breaks-down-after-cables-were-damaged/,Geopolitical,"The damage to the submarine cables was caused by unknown people in an area held by ISIS, indicating deliberate acts linked to armed conflict and instability in Libya.",Unknown,Unknown
300,Torres: Full Restoration Of Commonwealth of the Northern Mariana Islands Internet Expected Monday Or Tuesday,2015-07-27T12:16:44-04:00,No tags,https://subtelforum.com/98torres-full-restoration-of-commonwealth-of-the-northern-mariana-islands-internet-expected-monday-or-tuesday/,Human Activity,"The article mentions repair work conducted by IT&E and the Army Corps of Engineers at Coral Ocean Point beach, indicating that the disruption was likely caused by accidental damage or maintenance-related human activity rather than geopolitical, environmental, or aging factors.",Unknown,Unknown
301,"CNMI Disconnected: Cut Cable Shuts Down Phones, Banking",2015-07-10T07:30:58-04:00,No tags,https://subtelforum.com/90cnmi-disconnected-cut-cable-shuts-down-phones-banking/,Human Activity,"The article mentions a break in an undersea cable that disconnected communications, but does not attribute the cause to natural events, geopolitical actions, or aging. The focus is on the disruption caused by the break, which is most likely due to accidental damage or human-related activities like construction or shipping.",Unknown,Unknown
302,Internet Affected In Pakistan Due To Fault In Submarine Cable: PTCL,2015-06-25T13:59:32-04:00,No tags,https://subtelforum.com/94internet-affected-in-pakistan-due-to-fault-in-submarine-cable-ptcl/,Aging,"The article attributes the internet speed issues to a fault in the submarine cable, with no mention of geopolitical conflict, human activity, or environmental causes. The focus on repair work and the lack of immediate resolution suggests the cable may be experiencing degradation or maintenance-related issues.",Unknown,Unknown
303,AAG Submarine Cable Repaired,2015-06-15T09:40:44-04:00,No tags,https://subtelforum.com/82aag-submarine-cable-repaired/,Aging,"The article mentions that the AAG submarine cable, which became operational in 2009, experienced a breakdown and required repair. The age of the cable (over 15 years old) suggests degradation or wear as the likely cause of the incident.",Unknown,Unknown
304,Maintenance Of Vietnamâs Internet To Finish Ahead Of Schedule,2015-06-11T06:52:52-04:00,No tags,https://subtelforum.com/76maintenance-of-vietnam-s-internet-to-finish-ahead-of-schedule/,Aging,"The article explicitly mentions that the Asia-America Gateway (AAG) underwater cable system is undergoing major maintenance, which implies the cable is old or degraded, requiring repairs to restore functionality.",Unknown,Unknown
305,AAG Submarine Cable To Cease Activity For 10 Days,2015-06-05T08:59:44-04:00,No tags,https://subtelforum.com/74aag-submarine-cable-to-cease-activity-for-10-days/,Aging,"The article states that the AAG submarine cable system has been operating unsteadily since late 2014, with most breakdowns caused by power supply failure rather than external factors like cable cuts. The need for thorough repair due to persistent issues indicates degradation over time.",Unknown,Unknown
306,AAG submarine Internet Cable Ruptures Again,2015-05-27T10:40:58-04:00,No tags,https://subtelforum.com/25aag-submarine-internet-cable-ruptures-again/,Human Activity,"The article mentions repeated breaks in the AAG cable, with no indication of natural causes (e.g., earthquakes) or geopolitical conflict. The recurring nature of the breaks suggests potential human-related causes such as shipping, fishing, or construction activities near the cable route.",Unknown,Unknown
307,Southern Cross Cable Cut For Second Time In Three Months,2015-05-22T07:55:22-04:00,No tags,https://subtelforum.com/60southern-cross-cable-cut-for-second-time-in-three-months/,Human Activity,"The cable cut was caused by a contractor working for the transport department using a digger, which is an accidental human activity.",Unknown,Unknown
308,Damaged AAG Undersea Cable Repaired,2015-05-13T08:53:16-04:00,No tags,https://subtelforum.com/40damaged-aag-undersea-cable-repaired/,Human Activity,"The article mentions the AAG undersea cable was cut, but does not specify a natural or geopolitical cause, implying accidental damage from human activity (e.g., shipping, fishing, or construction).",Unknown,Unknown
309,Internet To Resume Normal Speed On May 10,2015-05-05T13:42:00-04:00,No tags,https://subtelforum.com/38internet-to-resume-normal-speed-on-may-10/,Human Activity,"The article mentions an ""unexpected cut"" on the AAG submarine cable but does not specify a natural or geopolitical cause, suggesting accidental damage, possibly from human activities like shipping or construction.",Unknown,Unknown
310,Cause Of Vietnamâs Snail-like Internet Speed Identified; Repairs To Take A Month,2015-04-24T14:54:44-04:00,No tags,https://subtelforum.com/24cause-of-vietnam-s-snail-like-internet-speed-identified-repairs-to-take-a-month/,Aging,"The incident was caused by ""leakage power"" in the Asia – America Gateway (AAG) cable system, which has a history of multiple ruptures over the past year, indicating degradation or maintenance issues rather than external factors like human activity or environmental events.",Unknown,Unknown
311,Vietnam Suffers Second Internet Cable Cut In Less Than 4 Months,2015-04-23T13:51:35-04:00,No tags,https://subtelforum.com/93vietnam-suffers-second-internet-cable-cut-in-less-than-4-months/,Human Activity,"The article mentions a rupture in the AAG submarine cable system, which affects internet connections, and references a previous incident that took weeks to repair. While the exact cause is not specified, the context suggests human-related activities like fishing, ship anchors, or construction as plausible causes, given the lack of mention of natural events or geopolitical conflict.",Unknown,Unknown
312,Internet Blackout In Gabon Caused By Sabotage,2015-04-06T13:12:52-04:00,No tags,https://subtelforum.com/46internet-blackout-in-gabon-caused-by-sabotage/,Geopolitical,"The article explicitly mentions ""sabotage"" as the cause of the submarine fiber optic cable damage, which implies intentional human action with potential geopolitical motives, even though the perpetrator is unknown.",Unknown,Unknown
313,Nitel To Work With Lagos Govt Over SAT-3 Cable Restoration,2015-02-24T10:03:36-05:00,No tags,https://subtelforum.com/50-nitel-to-work-with-lagos-govt-over-sat-3-cable-restoration/,Human Activity,"The cable (SAT-3) was cut due to land reclamation activities for the Eko Atlantic project, a human-led construction effort, and repair complications arose from shallow sea conditions caused by the same project.",Unknown,Unknown
314,Undersea Cable Faults Reportedly Affect Internet Connectivity Across India,2015-02-19T15:49:59-05:00,No tags,https://subtelforum.com/43undersea-cable-faults-reportedly-affect-internet-connectivity-across-india/,Human Activity,"The article mentions multiple undersea cable faults affecting connectivity, with a cable ship scheduled to perform repairs. The cause is likely due to human-related activities such as shipping or construction, rather than natural events, geopolitical actions, or aging infrastructure.",Unknown,Unknown
315,AAG Submarine Cableâs Latest Recovery Effort To Be Completed By 6 March,2015-02-17T10:05:04-05:00,No tags,https://subtelforum.com/31aag-submarine-cable-s-latest-recovery-effort-to-be-completed-by-6-march/,Aging,"The article highlights recurring breakdowns of the Asia-America Gateway (AAG) cable, with repeated repairs needed, suggesting degradation or wear over time rather than a sudden external cause.",Unknown,Unknown
316,Internet Back To Full Speed,2015-02-11T12:13:57-05:00,No tags,https://subtelforum.com/37internet-back-to-full-speed/,Environmental,"The incident was caused by challenging sea conditions and additional repairs required, which are natural environmental factors affecting the cable segment.",Unknown,Unknown
317,Damaged Submarine Cable Slows Down Internet To The US,2015-02-04T14:20:42-05:00,No tags,https://subtelforum.com/27damaged-submarine-cable-slows-down-internet-to-the-us/,Human Activity,"The article mentions a ""fault"" on the Asia-America Gateway (AAG) submarine cable system and states that repairs are underway, implying human intervention is required to fix the issue. There is no mention of natural events, geopolitical actions, or aging as the cause.",Unknown,Unknown
318,Internet In Vietnam Back To 100% Normal As Cable Cut Welded: Report,2015-01-23T10:07:21-05:00,No tags,https://subtelforum.com/48internet-in-vietnam-back-to-100-normal-as-cable-cut-welded-report/,Human Activity,"The article mentions that the submarine cable cut may have been caused by sharks or vessels passing through the area, which falls under human activity (fishing or maritime traffic).",Unknown,Unknown
319,"West Lake Macquarie Without Phone, Internet For Three Weeks",2015-01-23T10:02:26-05:00,No tags,https://subtelforum.com/22west-lake-macquarie-without-phone-internet-for-three-weeks/,Human Activity,"The damage to the Telstra submarine cable was caused by a boat’s anchor, which is an accidental result of human maritime activity.",Unknown,Unknown
320,Don’t Blame Sharks For Asian Internet Problems,2015-01-21T11:26:25-05:00,No tags,https://subtelforum.com/90don-t-blame-sharks-for-asian-internet-problems/,Environmental,"The article mentions that the cause of the outages is attributed to sharks, which are a natural environmental factor affecting the cable.",Unknown,Unknown
321,Glitch In Submarine Cable Slows Bangladesh Internet Speed,2015-01-20T10:05:40-05:00,No tags,https://subtelforum.com/87glitch-in-submarine-cable-slows-bangladesh-internet-speed/,Human Activity,"The issue is caused by a technical glitch in the SEA-ME-WE-4 cable, which is likely due to operational or maintenance-related human activity rather than natural events, geopolitical actions, or aging.",Unknown,Unknown
322,Repair Of AAG Submarine Cable To Be Completed On January 23,2015-01-09T10:24:46-05:00,No tags,https://subtelforum.com/69repair-of-aag-submarine-cable-to-be-completed-on-january-23/,Human Activity,"The article mentions the AAG submarine cable being cut, which implies damage likely caused by human activities such as shipping, fishing, or construction, rather than natural events or geopolitical actions.",Unknown,Unknown
323,Repair Of AAG Submarine Cable May Take A Month,2015-01-07T11:20:03-05:00,No tags,https://subtelforum.com/25repair-of-aag-submarine-cable-may-take-a-month/,Human Activity,"The article mentions that the cable was broken and repair is underway, but does not specify a natural event, geopolitical conflict, or aging as the cause. The focus is on operational adjustments and repairs, suggesting accidental damage or human-related activity (e.g., shipping, construction) as the likely cause.",Unknown,Unknown
324,AAG Submarine Cable Cut Again,2015-01-05T10:59:45-05:00,No tags,https://subtelforum.com/29aag-submarine-cable-cut-again/,Human Activity,"The article mentions a breakdown in the S1H segment of the AAG cable, which is a turn from the international line to Vung Tau. Such disruptions are often caused by human activities like ship anchors, fishing, or construction, rather than natural events or geopolitical actions.",Unknown,Unknown
325,SEA-ME-WE 3 Submarine Cable Reports Outage,2014-12-02T11:14:17-05:00,No tags,https://subtelforum.com/26sea-me-we-3-submarine-cable-reports-outage/,Human Activity,"The article mentions that the SEA-ME-WE 3 cable's spur between Jakarta and Singapore appears to have been cut or experienced a fault, and a repair ship has arrived at the break point. This suggests the cause is likely accidental damage from human activities such as shipping or fishing, rather than natural events, geopolitical actions, or aging.",Unknown,Unknown
326,TM Warns Of Slow Internet Speeds Due To Fault In Submarine Cable,2014-11-25T10:01:40-05:00,No tags,https://subtelforum.com/14tm-warns-of-slow-internet-speeds-due-to-fault-in-submarine-cable/,Aging,"The article mentions a fault in the South East Asia–Middle East-Western Europe (SMW4) submarine cable without attributing the cause to geopolitical actions, human activity, or environmental events, suggesting degradation or maintenance issues.",Unknown,Unknown
327,Cut Cables To Blame For Interruption To Dublin Web Services,2014-11-20T10:02:28-05:00,No tags,https://subtelforum.com/46cut-cables-to-blame-for-interruption-to-dublin-web-services/,Human Activity,"The article explicitly states that the service interruption was caused by inadvertent cutting of underwater fibre cables during emergency repairs by the tech company Cogent, which falls under human activity.",Unknown,Unknown
328,Internet Service Remains Stable Amid SAT-3 Facility Cut (CMigrator copy 1),2014-11-13T14:51:20-05:00,No tags,https://subtelforum.com/18internet-service-remains-stable-amid-sat-3-facility-cut-cmigrator-copy-1/,Aging,"The article explicitly states that the SAT-3/WASC cable has been severely damaged for over a year and highlights the cable's age and the consortium's inability to revitalize it promptly, indicating degradation due to aging infrastructure.",Unknown,Unknown
329,Internet Service Remains Stable Amid SAT-3 Facility Cut,2014-10-06T10:05:34-04:00,No tags,https://subtelforum.com/84internet-service-remains-stable-amid-sat-3-facility-cut/,Aging,"The article mentions that the SAT-3/WASC cable was severely damaged, but Nigeria's internet market remained stable due to the availability of newer cables. This suggests the issue is likely due to the cable's age and degradation, as newer infrastructure has reduced reliance on it.",Unknown,Unknown
330,Internet connectivity 100% restored in Vietnam as cable cut fixed 1 day early  (CMigrator copy 1),2014-10-02T09:04:43-04:00,No tags,https://subtelforum.com/83internet-connectivity-100-restored-in-vietnam-as-cable-cut-fixed-1-day-early-cmigrator-copy-1/,Human Activity,"The article mentions repairs to ruptures on the AAG submarine cable, which suggests damage likely caused by human activities such as shipping, fishing, or construction, rather than natural events or geopolitical actions.",Unknown,Unknown
331,New Cut Found On Submarine Cable System Providing Internet Connection To Vietnam,2014-09-29T10:04:53-04:00,No tags,https://subtelforum.com/78new-cut-found-on-submarine-cable-system-providing-internet-connection-to-vietnam/,Human Activity,"The article mentions breaks in the AAG (Asia Gateway Pacific) submarine cable system, with a new rupture found near a previous fracture. The proximity of the breaks (4km apart) and the need for immediate repairs suggest accidental damage, likely from human activities such as ship anchors or fishing operations, rather than natural causes or aging.",Unknown,Unknown
332,AAG submarine cable to restart full operation on 3 October (CMigrator copy 1),2014-09-26T09:00:08-04:00,No tags,https://subtelforum.com/76aag-submarine-cable-to-restart-full-operation-on-3-october-cmigrator-copy-1/,Human Activity,"The article mentions a ""technical error"" as the cause of the cable cut, implying a human-related issue during operation or maintenance.",Unknown,Unknown
333,Vietnam Service Provider Blames Poor Design For Submarine Internet Cable Fractures,2014-09-22T09:51:13-04:00,No tags,https://subtelforum.com/67vietnam-service-provider-blames-poor-design-for-submarine-internet-cable-fractures/,Human Activity,The article mentions that part of the Asia-America Gateway (AAG) cable broke due to anchors from boats becoming stuck in the cable as sailors raised them and set sail. This indicates human activity (boats and anchors) as the direct cause.,Unknown,Unknown
334,Repairs To Cable Break Disrupting Vietnamâs Internet To Take Nearly 20 Days,2014-09-18T08:50:24-04:00,No tags,https://subtelforum.com/64repairs-to-cable-break-disrupting-vietnam-s-internet-to-take-nearly-20-days/,Environmental,"The cable disruption is attributed to foul weather, specifically Typhoon Kalmaegi, which is a natural environmental event affecting the repair timeline.",Unknown,Unknown
335,Vietnamâs Internet Disrupted Again By 2nd Cable Cut In 2 Months,2014-09-16T09:36:41-04:00,No tags,https://subtelforum.com/61vietnam-s-internet-disrupted-again-by-2nd-cable-cut-in-2-months/,Human Activity,"The article mentions a cable cutoff near Hong Kong's coast, which suggests an accident or damage caused by human activities such as ship anchoring or fishing, rather than natural events, geopolitical actions, or cable aging.",Unknown,Unknown
336,Submarine Cable Repair To Finish On Sept 12,2014-08-19T09:23:03-04:00,No tags,https://subtelforum.com/3submarine-cable-repair-to-finish-on-sept-12/,Human Activity,"The article mentions a submarine cable being cut off, which disrupted internet speeds. While the exact cause isn't specified, cable cuts are most commonly due to human activities like fishing, anchoring, or construction, rather than natural events or geopolitical actions.",Unknown,Unknown
337,Telecom Namibia: WACS Repairs To Start This Weekend,2014-08-14T09:06:29-04:00,No tags,https://subtelforum.com/10telecom-namibia-wacs-repairs-to-start-this-weekend/,Aging,"The article mentions a cable fault detected in the West Africa Cable System (WACS) and refers to repair work, suggesting degradation or wear over time as the cause rather than human activity, environmental factors, or geopolitical actions.",Unknown,Unknown
338,Submarine cable operator says storms could hit Pacific traffic,2014-08-08T09:05:42-04:00,No tags,https://subtelforum.com/98submarine-cable-operator-says-storms-could-hit-pacific-traffic/,Environmental,"The article describes the impact of Hurricane Iselle, a natural event, which is expected to cause serious winds and waves, potentially affecting submarine cable landing stations in Hawaii.",Unknown,Unknown
339,Shetland Islands Suffer Another SHEFA2 Fibre Optic Cable Break,2014-07-30T10:12:28-04:00,No tags,https://subtelforum.com/97shetland-islands-suffer-another-shefa2-fibre-optic-cable-break/,Human Activity,"The article mentions a break in the SHEFA-2 submarine cable but does not attribute it to geopolitical conflict, environmental events, or aging. Human activities such as fishing, shipping, or accidental damage are the most likely cause.",Unknown,Unknown
340,Vietnamâs Internet Connection Back To Normal After Cut Fixed 3 Days Early,2014-07-28T11:16:36-04:00,No tags,https://subtelforum.com/84vietnam-s-internet-connection-back-to-normal-after-cut-fixed-3-days-early/,Human Activity,"The article mentions a ""cut"" on the submarine fiber cable system, which implies human-related damage, likely from accidental or operational activities (e.g., ship anchors, fishing, or construction), rather than natural causes or geopolitical actions.",Unknown,Unknown
341,Repairs To Vietnamâs Undersea Cable Cut To Finish On Jul 30: FPT,2014-07-22T10:34:21-04:00,No tags,https://subtelforum.com/78repairs-to-vietnam-s-undersea-cable-cut-to-finish-on-jul-30-fpt/,Human Activity,"The article mentions repair work on a broken undersea cable, which implies damage likely caused by human activities such as shipping, fishing, or construction, rather than natural events or geopolitical actions.",Unknown,Unknown
342,AAG Submarine Cable Cut Slows Down Internet Connectivity,2014-07-16T10:28:11-04:00,No tags,https://subtelforum.com/75aag-submarine-cable-cut-slows-down-internet-connectivity/,Human Activity,"The article mentions that the Asia-America Gateway (AAG) submarine cable was cut, and while the exact cause is not explicitly stated, human activities such as fishing, shipping, or construction are common causes for such incidents.",Unknown,Unknown
343,CSCAP Memorandum No. 24 Recognizes The Critical Importance Of Rapid Repair Of International Submarine Cables,2014-06-24T14:16:30-04:00,No tags,https://subtelforum.com/29cscap-memorandum-no-24-recognizes-the-critical-importance-of-rapid-repair-of-international-submarine-cables/,Geopolitical,"The article discusses geopolitical issues related to coastal States imposing delays and impediments (such as permit delays, customs duties, and cabotage requirements) on the repair of international submarine cables, which directly impacts global connectivity and security cooperation.",Unknown,Unknown
344,Tele Greenland Mulls Cable Extension After Wireless Outage,2014-06-09T10:17:50-04:00,No tags,https://subtelforum.com/31tele-greenland-mulls-cable-extension-after-wireless-outage/,Aging,"The article mentions a defect at the DYE One relay station causing telecommunications issues, which suggests a failure due to aging or degradation of infrastructure.",Unknown,Unknown
345,Telenor Says Subsea Cable Breaks Hit North Norway Coverage,2014-05-29T10:04:48-04:00,No tags,https://subtelforum.com/22telenor-says-subsea-cable-breaks-hit-north-norway-coverage/,Human Activity,"The article mentions a cable repair ship being dispatched to mend damaged submarine lines, indicating that the damage was likely caused by human-related activities such as shipping, fishing, or construction, rather than natural events, geopolitical actions, or aging.",Unknown,Unknown
346,"Broadband Speeds Back To Normal With Restoration Of Asia-Pacific Cable Network, Says PLDT",2014-04-07T11:14:13-04:00,No tags,https://subtelforum.com/56broadband-speeds-back-to-normal-with-restoration-of-asia-pacific-cable-network-says-pldt/,Human Activity,"The article mentions that the breaks in the undersea cables were repaired by a consortium, implying human intervention was required to fix the issue, which suggests the cause was likely due to human-related activities (e.g., accidental damage during operations, fishing, or ship activities).",Unknown,Unknown
347,Nautical Maps No Safeguard Against Subsea Cable Breakages,2014-04-07T11:05:14-04:00,No tags,https://subtelforum.com/55nautical-maps-no-safeguard-against-subsea-cable-breakages/,Unknown,Failed to scrape article.,Unknown,Unknown
348,"Damaged Undersea Cables Affect Internet in PH, Asia-Pacific",2014-03-31T12:27:19-04:00,No tags,https://subtelforum.com/34damaged-undersea-cables-affect-internet-in-ph-asia-pacific/,Human Activity,"The article mentions damage to the Asia-Pacific Cable Network 2 (APCN2) as the cause of connectivity issues, but it does not specify a natural or geopolitical cause, implying accidental or operational damage from human activities like shipping or construction.",Unknown,Unknown
349,Broken Undersea Telecom Cable: Greenland Seeks Canadian Culprit,2014-03-16T16:47:35-04:00,No tags,https://subtelforum.com/94broken-undersea-telecom-cable-greenland-seeks-canadian-culprit/,Human Activity,"The article explicitly mentions damage to subsea cables caused by a fishing trawler, which falls under human activities such as fishing.",Unknown,Unknown
350,Submarine Cable Repair Will Take A Week,2013-12-27T17:05:35-05:00,No tags,https://subtelforum.com/28submarine-cable-repair-will-take-a-week/,Human Activity,"The article mentions a cut in the AAG submarine cable, which requires repair by a cable-wielding ship, suggesting damage likely caused by human activities such as shipping, fishing, or construction, rather than natural events or geopolitical actions.",Unknown,Unknown
351,Centurylink Traces San Juan Islands Outage To Severed Submarine Cable,2013-11-12T11:06:52-05:00,No tags,https://subtelforum.com/11centurylink-traces-san-juan-islands-outage-to-severed-submarine-cable/,Human Activity,"The article mentions a ""cut"" on the submarine cable, which implies damage caused by external interference, likely from human activities such as construction, fishing, or anchoring, rather than natural events or geopolitical actions.",Unknown,Unknown
352,Internet Working Again After Cut In Suriname Submarine Cable,2013-11-07T17:39:16-05:00,No tags,https://subtelforum.com/16internet-working-again-after-cut-in-suriname-submarine-cable/,Human Activity,"The incident was caused by a cut along the Suriname-Guyana Submarine Cable (SGSC), which is typically associated with human activities such as fishing, ship anchors, or construction work, rather than natural events or geopolitical actions.",Unknown,Unknown
353,Gateway Cable Repair Could Affect Internet Speed,2013-11-01T10:16:17-04:00,No tags,https://subtelforum.com/21gateway-cable-repair-could-affect-internet-speed/,Human Activity,"The cable damage is being repaired due to undersea abrasion, which is caused by human activities such as the deployment of a cable ship and submarine robotics for maintenance.",Unknown,Unknown
354,E-Marine Completes Cable Repair,2013-09-26T06:42:35-04:00,No tags,https://subtelforum.com/14e-marine-completes-cable-repair/,Environmental,"The article mentions that the cable repair was completed despite severe weather conditions, indicating that the cause of the incident was likely due to natural environmental factors such as storms or rough seas.",Unknown,Unknown
355,LIME:  Cable Ship To Fix Communications Fault,2013-09-20T09:57:06-04:00,No tags,https://subtelforum.com/17lime-cable-ship-to-fix-communications-fault/,Aging,"The article mentions a ""shunt fault"" on the submarine cable system, which is indicative of degradation or wear over time, and the need for repair. There is no mention of human activity, environmental factors, or geopolitical causes.",Unknown,Unknown
356,LIME Repairing Cable Failure,2013-07-30T08:35:38-04:00,No tags,https://subtelforum.com/4lime-repairing-cable-failure/,Human Activity,"The article mentions a failure on the submarine cable system but does not attribute it to natural events, geopolitical actions, or aging. The focus is on the impact on services and repairs being undertaken, suggesting an accidental or operational cause.",Unknown,Unknown
357,Broken Underwater Cable Plays Havoc With Myanmar Internet,2013-07-25T10:33:47-04:00,No tags,https://subtelforum.com/95broken-underwater-cable-plays-havoc-with-myanmar-internet/,Human Activity,"The disruption of the SEA-ME-WE3 submarine cable is attributed to a cut, which is commonly caused by human activities such as fishing, anchoring, or underwater construction, rather than natural events or geopolitical actions.",Unknown,Unknown
358,New WACS outage details,2013-05-30T10:41:41-04:00,No tags,https://subtelforum.com/66new-wacs-outage-details/,Aging,"The article mentions planned maintenance to repair a shunt fault on the WACS cable, which indicates degradation or wear over time, a characteristic of aging infrastructure.",Unknown,Unknown
359,Syria’s internet restored after blackout,2013-05-09T12:54:59-04:00,No tags,https://subtelforum.com/51syria-s-internet-restored-after-blackout/,Human Activity,"The article mentions a ""fault in optical fibre cables"" as the cause of the blackout, which suggests a technical failure or accidental damage rather than geopolitical, environmental, or aging factors.",Unknown,Unknown
